"JURISDICTION","AGE_GROUP","FINES","DETECTION_METHOD_CLEAN","LOCATION_TYPE","PERIOD_LENGTH","Month (Name)","Month (Number)"
"NSW","40-64",1752,"Police issued","Urban",30,"October",10
"NSW","65 and over",231,"Police issued","Urban",30,"October",10
"NSW","0-16",1,"Police issued","Regional",30,"October",10
"NSW","17-25",381,"Police issued","Regional",30,"October",10
"NSW","26-39",657,"Police issued","Regional",30,"October",10
"NSW","40-64",779,"Police issued","Regional",30,"October",10
"NSW","65 and over",227,"Police issued","Regional",30,"October",10
"NSW","17-25",14,"Police issued","Remote",30,"October",10
"NSW","26-39",26,"Police issued","Remote",30,"October",10
"NSW","40-64",36,"Police issued","Remote",30,"October",10
"NSW","65 and over",11,"Police issued","Remote",30,"October",10
"NSW","0-16",1,"Police issued","Unknown",30,"October",10
"NSW","17-25",21,"Police issued","Unknown",30,"October",10
"NSW","26-39",41,"Police issued","Unknown",30,"October",10
"NSW","40-64",30,"Police issued","Unknown",30,"October",10
"NSW","65 and over",6,"Police issued","Unknown",30,"October",10
"NSW","Unknown",36067,"Fixed camera systems","Unknown",30,"October",10
"NSW","Unknown",3340,"Mobile camera","Unknown",30,"October",10
"NSW","Unknown",21624,"Fixed camera systems","Unknown",30,"October",10
"NSW","26-39",4,"Police issued","Remote",30,"October",10
"NSW","40-64",2,"Police issued","Remote",30,"October",10
"NSW","65 and over",1,"Police issued","Remote",30,"October",10
"NSW","0-16",5,"Police issued","Regional",29,"November",11
"NSW","17-25",1363,"Police issued","Regional",29,"November",11
"NSW","26-39",2051,"Police issued","Regional",29,"November",11
"NSW","40-64",2129,"Police issued","Regional",29,"November",11
"NSW","65 and over",477,"Police issued","Regional",29,"November",11
"NSW","0-16",2,"Police issued","Urban",29,"November",11
"NSW","17-25",1688,"Police issued","Urban",29,"November",11
"NSW","26-39",1769,"Police issued","Urban",29,"November",11
"NSW","40-64",1589,"Police issued","Urban",29,"November",11
"NSW","65 and over",243,"Police issued","Urban",29,"November",11
"NSW","0-16",1,"Police issued","Regional",29,"November",11
"NSW","17-25",313,"Police issued","Regional",29,"November",11
"NSW","26-39",562,"Police issued","Regional",29,"November",11
"NSW","40-64",662,"Police issued","Regional",29,"November",11
"NSW","65 and over",187,"Police issued","Regional",29,"November",11
"NSW","17-25",31,"Police issued","Remote",29,"November",11
"NSW","26-39",41,"Police issued","Remote",29,"November",11
"NSW","40-64",51,"Police issued","Remote",29,"November",11
"NSW","65 and over",14,"Police issued","Remote",29,"November",11
"NSW","0-16",1,"Police issued","Unknown",29,"November",11
"NSW","17-25",7,"Police issued","Unknown",29,"November",11
"NSW","26-39",6,"Police issued","Unknown",29,"November",11
"NSW","40-64",5,"Police issued","Unknown",29,"November",11
"NSW","65 and over",1,"Police issued","Unknown",29,"November",11
"NSW","Unknown",41595,"Fixed camera systems","Unknown",29,"November",11
"NSW","Unknown",2757,"Mobile camera","Unknown",29,"November",11
"NSW","Unknown",23219,"Fixed camera systems","Unknown",29,"November",11
"NSW","17-25",4,"Police issued","Remote",29,"November",11
"NSW","26-39",6,"Police issued","Remote",29,"November",11
"NSW","40-64",8,"Police issued","Remote",29,"November",11
"NSW","65 and over",2,"Police issued","Remote",29,"November",11
"NSW","0-16",5,"Police issued","Regional",30,"December",12
"NSW","17-25",1535,"Police issued","Regional",30,"December",12
"NSW","26-39",2386,"Police issued","Regional",30,"December",12
"NSW","40-64",2376,"Police issued","Regional",30,"December",12
"NSW","65 and over",560,"Police issued","Regional",30,"December",12
"NSW","0-16",8,"Police issued","Urban",30,"December",12
"NSW","17-25",2158,"Police issued","Urban",30,"December",12
"NSW","26-39",2618,"Police issued","Urban",30,"December",12
"NSW","40-64",2315,"Police issued","Urban",30,"December",12
"NSW","65 and over",350,"Police issued","Urban",30,"December",12
"NSW","0-16",1,"Police issued","Regional",30,"December",12
"NSW","17-25",399,"Police issued","Regional",30,"December",12
"NSW","26-39",605,"Police issued","Regional",30,"December",12
"NSW","40-64",715,"Police issued","Regional",30,"December",12
"NSW","65 and over",198,"Police issued","Regional",30,"December",12
"NSW","17-25",22,"Police issued","Remote",30,"December",12
"NSW","26-39",48,"Police issued","Remote",30,"December",12
"NSW","40-64",54,"Police issued","Remote",30,"December",12
"NSW","65 and over",12,"Police issued","Remote",30,"December",12
"NSW","17-25",422,"Police issued","Unknown",30,"December",12
"NSW","26-39",570,"Police issued","Unknown",30,"December",12
"NSW","40-64",553,"Police issued","Unknown",30,"December",12
"NSW","65 and over",115,"Police issued","Unknown",30,"December",12
"NSW","Unknown",39578,"Fixed camera systems","Unknown",30,"December",12
"NSW","Unknown",3039,"Mobile camera","Unknown",30,"December",12
"NSW","Unknown",23563,"Fixed camera systems","Unknown",30,"December",12
"NSW","17-25",4,"Police issued","Remote",30,"December",12
"NSW","26-39",7,"Police issued","Remote",30,"December",12
"NSW","40-64",7,"Police issued","Remote",30,"December",12
"NSW","65 and over",1,"Police issued","Remote",30,"December",12
"NT","0-16",4,"Mobile camera","Unknown",30,"January",1
"NT","0-16",2,"Police issued","Unknown",30,"January",1
"NT","17-25",307,"Mobile camera","Unknown",30,"January",1
"NT","17-25",98,"Police issued","Unknown",30,"January",1
"NT","17-25",55,"Fixed camera systems","Unknown",30,"January",1
"NT","26-39",649,"Mobile camera","Unknown",30,"January",1
"NT","26-39",141,"Police issued","Unknown",30,"January",1
"NT","26-39",207,"Fixed camera systems","Unknown",30,"January",1
"NT","40-64",710,"Mobile camera","Unknown",30,"January",1
"NT","40-64",126,"Police issued","Unknown",30,"January",1
"NT","40-64",301,"Fixed camera systems","Unknown",30,"January",1
"NT","65 and over",159,"Mobile camera","Unknown",30,"January",1
"NT","65 and over",20,"Police issued","Unknown",30,"January",1
"NT","65 and over",70,"Fixed camera systems","Unknown",30,"January",1
"NT","Unknown",56,"Mobile camera","Unknown",30,"January",1
"NT","Unknown",20,"Fixed camera systems","Unknown",30,"January",1
"NT","0-16",3,"Mobile camera","Unknown",27,"February",2
"NT","0-16",1,"Police issued","Unknown",27,"February",2
"NT","17-25",251,"Mobile camera","Unknown",27,"February",2
"NT","17-25",40,"Police issued","Unknown",27,"February",2
"NT","17-25",85,"Fixed camera systems","Unknown",27,"February",2
"NT","26-39",639,"Mobile camera","Unknown",27,"February",2
"NT","26-39",121,"Police issued","Unknown",27,"February",2
"NT","26-39",228,"Fixed camera systems","Unknown",27,"February",2
"NT","40-64",702,"Mobile camera","Unknown",27,"February",2
"NT","40-64",100,"Police issued","Unknown",27,"February",2
"NT","40-64",381,"Fixed camera systems","Unknown",27,"February",2
"NT","65 and over",154,"Mobile camera","Unknown",27,"February",2
"NT","65 and over",19,"Police issued","Unknown",27,"February",2
"NT","65 and over",74,"Fixed camera systems","Unknown",27,"February",2
"NT","Unknown",61,"Mobile camera","Unknown",27,"February",2
"NT","Unknown",25,"Fixed camera systems","Unknown",27,"February",2
"NT","0-16",2,"Mobile camera","Unknown",30,"March",3
"NT","0-16",2,"Fixed camera systems","Unknown",30,"March",3
"NT","17-25",294,"Mobile camera","Unknown",30,"March",3
"NT","17-25",51,"Police issued","Unknown",30,"March",3
"NT","17-25",61,"Fixed camera systems","Unknown",30,"March",3
"NT","26-39",665,"Mobile camera","Unknown",30,"March",3
"NT","26-39",73,"Police issued","Unknown",30,"March",3
"NT","26-39",241,"Fixed camera systems","Unknown",30,"March",3
"NT","40-64",794,"Mobile camera","Unknown",30,"March",3
"NT","40-64",72,"Police issued","Unknown",30,"March",3
"NT","40-64",382,"Fixed camera systems","Unknown",30,"March",3
"NT","65 and over",199,"Mobile camera","Unknown",30,"March",3
"NT","65 and over",14,"Police issued","Unknown",30,"March",3
"NT","65 and over",70,"Fixed camera systems","Unknown",30,"March",3
"NT","Unknown",63,"Mobile camera","Unknown",30,"March",3
"NT","Unknown",25,"Fixed camera systems","Unknown",30,"March",3
"NT","0-16",3,"Police issued","Unknown",29,"April",4
"NT","0-16",2,"Fixed camera systems","Unknown",29,"April",4
"NT","17-25",260,"Mobile camera","Unknown",29,"April",4
"NT","17-25",85,"Police issued","Unknown",29,"April",4
"NT","17-25",81,"Fixed camera systems","Unknown",29,"April",4
"NT","26-39",592,"Mobile camera","Unknown",29,"April",4
"NT","26-39",156,"Police issued","Unknown",29,"April",4
"NT","26-39",231,"Fixed camera systems","Unknown",29,"April",4
"NT","40-64",746,"Mobile camera","Unknown",29,"April",4
"NT","40-64",179,"Police issued","Unknown",29,"April",4
"NT","40-64",342,"Fixed camera systems","Unknown",29,"April",4
"NT","65 and over",196,"Mobile camera","Unknown",29,"April",4
"NT","65 and over",23,"Police issued","Unknown",29,"April",4
"NT","65 and over",68,"Fixed camera systems","Unknown",29,"April",4
"NT","Unknown",58,"Mobile camera","Unknown",29,"April",4
"NT","Unknown",30,"Fixed camera systems","Unknown",29,"April",4
"NT","0-16",1,"Mobile camera","Unknown",30,"May",5
"NT","0-16",2,"Police issued","Unknown",30,"May",5
"NT","0-16",1,"Fixed camera systems","Unknown",30,"May",5
"NT","17-25",311,"Mobile camera","Unknown",30,"May",5
"NT","17-25",42,"Police issued","Unknown",30,"May",5
"NT","17-25",104,"Fixed camera systems","Unknown",30,"May",5
"NT","26-39",830,"Mobile camera","Unknown",30,"May",5
"NT","26-39",103,"Police issued","Unknown",30,"May",5
"NT","26-39",419,"Fixed camera systems","Unknown",30,"May",5
"NT","40-64",1067,"Mobile camera","Unknown",30,"May",5
"NT","40-64",82,"Police issued","Unknown",30,"May",5
"NT","40-64",532,"Fixed camera systems","Unknown",30,"May",5
"NT","65 and over",297,"Mobile camera","Unknown",30,"May",5
"NT","65 and over",10,"Police issued","Unknown",30,"May",5
"NT","65 and over",120,"Fixed camera systems","Unknown",30,"May",5
"NT","Unknown",100,"Mobile camera","Unknown",30,"May",5
"NT","Unknown",35,"Fixed camera systems","Unknown",30,"May",5
"NT","0-16",2,"Mobile camera","Unknown",29,"June",6
"NT","0-16",3,"Fixed camera systems","Unknown",29,"June",6
"NT","17-25",327,"Mobile camera","Unknown",29,"June",6
"NT","17-25",56,"Police issued","Unknown",29,"June",6
"NT","17-25",90,"Fixed camera systems","Unknown",29,"June",6
"NT","26-39",818,"Mobile camera","Unknown",29,"June",6
"NT","26-39",114,"Police issued","Unknown",29,"June",6
"NT","26-39",346,"Fixed camera systems","Unknown",29,"June",6
"NT","40-64",981,"Mobile camera","Unknown",29,"June",6
"NT","40-64",100,"Police issued","Unknown",29,"June",6
"NT","40-64",468,"Fixed camera systems","Unknown",29,"June",6
"NT","65 and over",303,"Mobile camera","Unknown",29,"June",6
"NT","65 and over",26,"Police issued","Unknown",29,"June",6
"NT","65 and over",105,"Fixed camera systems","Unknown",29,"June",6
"NT","Unknown",84,"Mobile camera","Unknown",29,"June",6
"NT","Unknown",38,"Fixed camera systems","Unknown",29,"June",6
"NT","0-16",5,"Mobile camera","Unknown",30,"July",7
"NT","0-16",1,"Police issued","Unknown",30,"July",7
"NT","17-25",394,"Mobile camera","Unknown",30,"July",7
"NT","17-25",57,"Police issued","Unknown",30,"July",7
"NT","17-25",81,"Fixed camera systems","Unknown",30,"July",7
"NT","26-39",982,"Mobile camera","Unknown",30,"July",7
"NT","26-39",115,"Police issued","Unknown",30,"July",7
"NT","26-39",260,"Fixed camera systems","Unknown",30,"July",7
"NT","40-64",1222,"Mobile camera","Unknown",30,"July",7
"NT","40-64",132,"Police issued","Unknown",30,"July",7
"NT","40-64",397,"Fixed camera systems","Unknown",30,"July",7
"NT","65 and over",316,"Mobile camera","Unknown",30,"July",7
"NT","65 and over",17,"Police issued","Unknown",30,"July",7
"NT","65 and over",76,"Fixed camera systems","Unknown",30,"July",7
"NT","Unknown",109,"Mobile camera","Unknown",30,"July",7
"NT","Unknown",31,"Fixed camera systems","Unknown",30,"July",7
"NT","0-16",4,"Mobile camera","Unknown",30,"August",8
"NT","0-16",1,"Police issued","Unknown",30,"August",8
"NT","0-16",1,"Fixed camera systems","Unknown",30,"August",8
"NT","17-25",425,"Mobile camera","Unknown",30,"August",8
"NT","17-25",45,"Police issued","Unknown",30,"August",8
"NT","17-25",49,"Fixed camera systems","Unknown",30,"August",8
"NT","26-39",972,"Mobile camera","Unknown",30,"August",8
"NT","26-39",100,"Police issued","Unknown",30,"August",8
"NT","26-39",148,"Fixed camera systems","Unknown",30,"August",8
"NT","40-64",1175,"Mobile camera","Unknown",30,"August",8
"NT","40-64",103,"Police issued","Unknown",30,"August",8
"NT","40-64",245,"Fixed camera systems","Unknown",30,"August",8
"NT","65 and over",327,"Mobile camera","Unknown",30,"August",8
"NT","65 and over",12,"Police issued","Unknown",30,"August",8
"NT","65 and over",40,"Fixed camera systems","Unknown",30,"August",8
"NT","Unknown",94,"Mobile camera","Unknown",30,"August",8
"NT","Unknown",13,"Fixed camera systems","Unknown",30,"August",8
"NT","0-16",3,"Mobile camera","Unknown",29,"September",9
"NT","0-16",1,"Police issued","Unknown",29,"September",9
"NT","17-25",411,"Mobile camera","Unknown",29,"September",9
"NT","17-25",73,"Police issued","Unknown",29,"September",9
"NT","17-25",28,"Fixed camera systems","Unknown",29,"September",9
"NT","26-39",1077,"Mobile camera","Unknown",29,"September",9
"NT","26-39",114,"Police issued","Unknown",29,"September",9
"NT","26-39",49,"Fixed camera systems","Unknown",29,"September",9
"NT","40-64",1344,"Mobile camera","Unknown",29,"September",9
"NT","40-64",102,"Police issued","Unknown",29,"September",9
"NT","40-64",98,"Fixed camera systems","Unknown",29,"September",9
"NT","65 and over",334,"Mobile camera","Unknown",29,"September",9
"NT","65 and over",19,"Police issued","Unknown",29,"September",9
"NT","65 and over",22,"Fixed camera systems","Unknown",29,"September",9
"NT","Unknown",160,"Mobile camera","Unknown",29,"September",9
"NT","Unknown",5,"Fixed camera systems","Unknown",29,"September",9
"NT","0-16",3,"Mobile camera","Unknown",30,"October",10
"NT","0-16",2,"Police issued","Unknown",30,"October",10
"NT","17-25",329,"Mobile camera","Unknown",30,"October",10
"NT","17-25",51,"Police issued","Unknown",30,"October",10
"NT","17-25",49,"Fixed camera systems","Unknown",30,"October",10
"NT","26-39",885,"Mobile camera","Unknown",30,"October",10
"NT","26-39",98,"Police issued","Unknown",30,"October",10
"NT","26-39",121,"Fixed camera systems","Unknown",30,"October",10
"NT","40-64",1082,"Mobile camera","Unknown",30,"October",10
"NT","40-64",106,"Police issued","Unknown",30,"October",10
"NT","40-64",160,"Fixed camera systems","Unknown",30,"October",10
"NT","65 and over",262,"Mobile camera","Unknown",30,"October",10
"NT","65 and over",11,"Police issued","Unknown",30,"October",10
"NT","65 and over",33,"Fixed camera systems","Unknown",30,"October",10
"NT","Unknown",122,"Mobile camera","Unknown",30,"October",10
"NT","Unknown",11,"Fixed camera systems","Unknown",30,"October",10
"NT","0-16",2,"Police issued","Unknown",29,"November",11
"NT","0-16",2,"Fixed camera systems","Unknown",29,"November",11
"NT","17-25",250,"Mobile camera","Unknown",29,"November",11
"NT","17-25",47,"Police issued","Unknown",29,"November",11
"NT","17-25",59,"Fixed camera systems","Unknown",29,"November",11
"NT","26-39",661,"Mobile camera","Unknown",29,"November",11
"NT","26-39",95,"Police issued","Unknown",29,"November",11
"NT","26-39",133,"Fixed camera systems","Unknown",29,"November",11
"NT","40-64",809,"Mobile camera","Unknown",29,"November",11
"NT","40-64",79,"Police issued","Unknown",29,"November",11
"NT","40-64",206,"Fixed camera systems","Unknown",29,"November",11
"NT","65 and over",220,"Mobile camera","Unknown",29,"November",11
"NT","65 and over",15,"Police issued","Unknown",29,"November",11
"NT","65 and over",37,"Fixed camera systems","Unknown",29,"November",11
"NT","Unknown",101,"Mobile camera","Unknown",29,"November",11
"NT","Unknown",1,"Police issued","Unknown",29,"November",11
"NT","Unknown",18,"Fixed camera systems","Unknown",29,"November",11
"NT","0-16",3,"Mobile camera","Unknown",30,"December",12
"NT","0-16",0,"Police issued","Unknown",30,"December",12
"NT","0-16",1,"Fixed camera systems","Unknown",30,"December",12
"NT","17-25",607,"Mobile camera","Unknown",30,"December",12
"NT","17-25",28,"Police issued","Unknown",30,"December",12
"NT","17-25",68,"Fixed camera systems","Unknown",30,"December",12
"NT","26-39",1598,"Mobile camera","Unknown",30,"December",12
"NT","26-39",78,"Police issued","Unknown",30,"December",12
"NT","26-39",224,"Fixed camera systems","Unknown",30,"December",12
"NT","40-64",1978,"Mobile camera","Unknown",30,"December",12
"NT","40-64",65,"Police issued","Unknown",30,"December",12
"NT","40-64",291,"Fixed camera systems","Unknown",30,"December",12
"NT","65 and over",456,"Mobile camera","Unknown",30,"December",12
"NT","65 and over",14,"Police issued","Unknown",30,"December",12
"NT","65 and over",50,"Fixed camera systems","Unknown",30,"December",12
"NT","Unknown",180,"Mobile camera","Unknown",30,"December",12
"NT","Unknown",0,"Police issued","Unknown",30,"December",12
"NT","Unknown",30,"Fixed camera systems","Unknown",30,"December",12
"QLD","Unknown",9790,"Fixed camera systems","Unknown",364,"January",1
"QLD","Unknown",263939,"Fixed camera systems","Unknown",364,"January",1
"QLD","Unknown",469785,"Mobile camera","Unknown",364,"January",1
"QLD","Unknown",117112,"Police issued","Unknown",364,"January",1
"SA","0-16",0,"Fixed camera systems","Unknown",30,"January",1
"SA","0-16",0,"Mobile camera","Unknown",30,"January",1
"SA","0-16",0,"Other","Unknown",30,"January",1
"SA","0-16",0,"Police issued","Unknown",30,"January",1
"SA","17-25",483,"Fixed camera systems","Unknown",30,"January",1
"SA","17-25",885,"Mobile camera","Unknown",30,"January",1
"SA","17-25",0,"Other","Unknown",30,"January",1
"SA","17-25",710,"Police issued","Unknown",30,"January",1
"SA","26-39",1229,"Fixed camera systems","Unknown",30,"January",1
"SA","26-39",2462,"Mobile camera","Unknown",30,"January",1
"SA","26-39",0,"Other","Unknown",30,"January",1
"SA","26-39",1230,"Police issued","Unknown",30,"January",1
"SA","40-64",2426,"Fixed camera systems","Unknown",30,"January",1
"SA","40-64",4161,"Mobile camera","Unknown",30,"January",1
"SA","40-64",0,"Other","Unknown",30,"January",1
"SA","40-64",1428,"Police issued","Unknown",30,"January",1
"SA","65 and over",996,"Fixed camera systems","Unknown",30,"January",1
"SA","65 and over",1310,"Mobile camera","Unknown",30,"January",1
"SA","65 and over",0,"Other","Unknown",30,"January",1
"SA","65 and over",355,"Police issued","Unknown",30,"January",1
"SA","Unknown",184,"Fixed camera systems","Unknown",30,"January",1
"SA","Unknown",204,"Mobile camera","Unknown",30,"January",1
"SA","Unknown",0,"Other","Unknown",30,"January",1
"SA","Unknown",3,"Police issued","Unknown",30,"January",1
"SA","0-16",0,"Fixed camera systems","Unknown",27,"February",2
"SA","0-16",0,"Mobile camera","Unknown",27,"February",2
"SA","0-16",0,"Other","Unknown",27,"February",2
"SA","0-16",0,"Police issued","Unknown",27,"February",2
"SA","17-25",482,"Fixed camera systems","Unknown",27,"February",2
"SA","17-25",886,"Mobile camera","Unknown",27,"February",2
"SA","17-25",0,"Other","Unknown",27,"February",2
"SA","17-25",609,"Police issued","Unknown",27,"February",2
"SA","26-39",1083,"Fixed camera systems","Unknown",27,"February",2
"SA","26-39",2458,"Mobile camera","Unknown",27,"February",2
"SA","26-39",0,"Other","Unknown",27,"February",2
"SA","26-39",1131,"Police issued","Unknown",27,"February",2
"SA","40-64",2287,"Fixed camera systems","Unknown",27,"February",2
"SA","40-64",4066,"Mobile camera","Unknown",27,"February",2
"SA","40-64",0,"Other","Unknown",27,"February",2
"SA","40-64",1408,"Police issued","Unknown",27,"February",2
"SA","65 and over",880,"Fixed camera systems","Unknown",27,"February",2
"SA","65 and over",1074,"Mobile camera","Unknown",27,"February",2
"SA","65 and over",0,"Other","Unknown",27,"February",2
"SA","65 and over",356,"Police issued","Unknown",27,"February",2
"SA","Unknown",195,"Fixed camera systems","Unknown",27,"February",2
"SA","Unknown",219,"Mobile camera","Unknown",27,"February",2
"SA","Unknown",0,"Other","Unknown",27,"February",2
"SA","Unknown",3,"Police issued","Unknown",27,"February",2
"SA","0-16",0,"Fixed camera systems","Unknown",30,"March",3
"SA","0-16",0,"Mobile camera","Unknown",30,"March",3
"SA","0-16",0,"Other","Unknown",30,"March",3
"SA","0-16",0,"Police issued","Unknown",30,"March",3
"SA","17-25",592,"Fixed camera systems","Unknown",30,"March",3
"SA","17-25",882,"Mobile camera","Unknown",30,"March",3
"SA","17-25",0,"Other","Unknown",30,"March",3
"SA","17-25",771,"Police issued","Unknown",30,"March",3
"SA","26-39",1585,"Fixed camera systems","Unknown",30,"March",3
"SA","26-39",2410,"Mobile camera","Unknown",30,"March",3
"SA","26-39",0,"Other","Unknown",30,"March",3
"SA","26-39",1425,"Police issued","Unknown",30,"March",3
"SA","40-64",2808,"Fixed camera systems","Unknown",30,"March",3
"SA","40-64",4072,"Mobile camera","Unknown",30,"March",3
"SA","40-64",1,"Other","Unknown",30,"March",3
"SA","40-64",1725,"Police issued","Unknown",30,"March",3
"SA","65 and over",1118,"Fixed camera systems","Unknown",30,"March",3
"SA","65 and over",1104,"Mobile camera","Unknown",30,"March",3
"SA","65 and over",0,"Other","Unknown",30,"March",3
"SA","65 and over",447,"Police issued","Unknown",30,"March",3
"SA","Unknown",266,"Fixed camera systems","Unknown",30,"March",3
"SA","Unknown",228,"Mobile camera","Unknown",30,"March",3
"SA","Unknown",0,"Other","Unknown",30,"March",3
"SA","Unknown",4,"Police issued","Unknown",30,"March",3
"SA","0-16",0,"Fixed camera systems","Unknown",29,"April",4
"SA","0-16",0,"Mobile camera","Unknown",29,"April",4
"SA","0-16",0,"Other","Unknown",29,"April",4
"SA","0-16",0,"Police issued","Unknown",29,"April",4
"SA","17-25",411,"Fixed camera systems","Unknown",29,"April",4
"SA","17-25",694,"Mobile camera","Unknown",29,"April",4
"SA","17-25",0,"Other","Unknown",29,"April",4
"SA","17-25",729,"Police issued","Unknown",29,"April",4
"SA","26-39",1059,"Fixed camera systems","Unknown",29,"April",4
"SA","26-39",1836,"Mobile camera","Unknown",29,"April",4
"SA","26-39",0,"Other","Unknown",29,"April",4
"SA","26-39",1252,"Police issued","Unknown",29,"April",4
"SA","40-64",1982,"Fixed camera systems","Unknown",29,"April",4
"SA","40-64",3095,"Mobile camera","Unknown",29,"April",4
"SA","40-64",0,"Other","Unknown",29,"April",4
"SA","40-64",1709,"Police issued","Unknown",29,"April",4
"SA","65 and over",768,"Fixed camera systems","Unknown",29,"April",4
"SA","65 and over",1016,"Mobile camera","Unknown",29,"April",4
"SA","65 and over",0,"Other","Unknown",29,"April",4
"SA","65 and over",426,"Police issued","Unknown",29,"April",4
"SA","Unknown",176,"Fixed camera systems","Unknown",29,"April",4
"SA","Unknown",154,"Mobile camera","Unknown",29,"April",4
"SA","Unknown",0,"Other","Unknown",29,"April",4
"SA","Unknown",3,"Police issued","Unknown",29,"April",4
"SA","0-16",0,"Fixed camera systems","Unknown",30,"May",5
"SA","0-16",0,"Mobile camera","Unknown",30,"May",5
"SA","0-16",0,"Other","Unknown",30,"May",5
"SA","0-16",0,"Police issued","Unknown",30,"May",5
"SA","17-25",487,"Fixed camera systems","Unknown",30,"May",5
"SA","17-25",910,"Mobile camera","Unknown",30,"May",5
"SA","17-25",0,"Other","Unknown",30,"May",5
"SA","17-25",601,"Police issued","Unknown",30,"May",5
"SA","26-39",1311,"Fixed camera systems","Unknown",30,"May",5
"SA","26-39",2279,"Mobile camera","Unknown",30,"May",5
"SA","26-39",0,"Other","Unknown",30,"May",5
"SA","26-39",1115,"Police issued","Unknown",30,"May",5
"SA","40-64",2506,"Fixed camera systems","Unknown",30,"May",5
"SA","40-64",3762,"Mobile camera","Unknown",30,"May",5
"SA","40-64",0,"Other","Unknown",30,"May",5
"SA","40-64",1441,"Police issued","Unknown",30,"May",5
"SA","65 and over",941,"Fixed camera systems","Unknown",30,"May",5
"SA","65 and over",1024,"Mobile camera","Unknown",30,"May",5
"SA","65 and over",0,"Other","Unknown",30,"May",5
"SA","65 and over",416,"Police issued","Unknown",30,"May",5
"SA","Unknown",207,"Fixed camera systems","Unknown",30,"May",5
"SA","Unknown",178,"Mobile camera","Unknown",30,"May",5
"SA","Unknown",0,"Other","Unknown",30,"May",5
"SA","Unknown",1,"Police issued","Unknown",30,"May",5
"SA","0-16",1,"Fixed camera systems","Unknown",29,"June",6
"SA","0-16",3,"Mobile camera","Unknown",29,"June",6
"SA","0-16",0,"Other","Unknown",29,"June",6
"SA","0-16",2,"Police issued","Unknown",29,"June",6
"SA","17-25",523,"Fixed camera systems","Unknown",29,"June",6
"SA","17-25",946,"Mobile camera","Unknown",29,"June",6
"SA","17-25",0,"Other","Unknown",29,"June",6
"SA","17-25",696,"Police issued","Unknown",29,"June",6
"SA","26-39",1245,"Fixed camera systems","Unknown",29,"June",6
"SA","26-39",2291,"Mobile camera","Unknown",29,"June",6
"SA","26-39",0,"Other","Unknown",29,"June",6
"SA","26-39",1172,"Police issued","Unknown",29,"June",6
"SA","40-64",2205,"Fixed camera systems","Unknown",29,"June",6
"SA","40-64",4028,"Mobile camera","Unknown",29,"June",6
"SA","40-64",0,"Other","Unknown",29,"June",6
"SA","40-64",1505,"Police issued","Unknown",29,"June",6
"SA","65 and over",806,"Fixed camera systems","Unknown",29,"June",6
"SA","65 and over",1120,"Mobile camera","Unknown",29,"June",6
"SA","65 and over",0,"Other","Unknown",29,"June",6
"SA","65 and over",362,"Police issued","Unknown",29,"June",6
"SA","Unknown",164,"Fixed camera systems","Unknown",29,"June",6
"SA","Unknown",202,"Mobile camera","Unknown",29,"June",6
"SA","Unknown",0,"Other","Unknown",29,"June",6
"SA","Unknown",1,"Police issued","Unknown",29,"June",6
"SA","0-16",0,"Fixed camera systems","Unknown",30,"July",7
"SA","0-16",0,"Mobile camera","Unknown",30,"July",7
"SA","0-16",0,"Other","Unknown",30,"July",7
"SA","0-16",4,"Police issued","Unknown",30,"July",7
"SA","17-25",493,"Fixed camera systems","Unknown",30,"July",7
"SA","17-25",860,"Mobile camera","Unknown",30,"July",7
"SA","17-25",1,"Other","Unknown",30,"July",7
"SA","17-25",766,"Police issued","Unknown",30,"July",7
"SA","26-39",1154,"Fixed camera systems","Unknown",30,"July",7
"SA","26-39",2155,"Mobile camera","Unknown",30,"July",7
"SA","26-39",0,"Other","Unknown",30,"July",7
"SA","26-39",1270,"Police issued","Unknown",30,"July",7
"SA","40-64",2046,"Fixed camera systems","Unknown",30,"July",7
"SA","40-64",3455,"Mobile camera","Unknown",30,"July",7
"SA","40-64",0,"Other","Unknown",30,"July",7
"SA","40-64",1646,"Police issued","Unknown",30,"July",7
"SA","65 and over",719,"Fixed camera systems","Unknown",30,"July",7
"SA","65 and over",953,"Mobile camera","Unknown",30,"July",7
"SA","65 and over",0,"Other","Unknown",30,"July",7
"SA","65 and over",407,"Police issued","Unknown",30,"July",7
"SA","Unknown",135,"Fixed camera systems","Unknown",30,"July",7
"SA","Unknown",158,"Mobile camera","Unknown",30,"July",7
"SA","Unknown",0,"Other","Unknown",30,"July",7
"SA","Unknown",3,"Police issued","Unknown",30,"July",7
"SA","0-16",0,"Fixed camera systems","Unknown",30,"August",8
"SA","0-16",0,"Mobile camera","Unknown",30,"August",8
"SA","0-16",0,"Other","Unknown",30,"August",8
"SA","0-16",0,"Police issued","Unknown",30,"August",8
"SA","17-25",491,"Fixed camera systems","Unknown",30,"August",8
"SA","17-25",871,"Mobile camera","Unknown",30,"August",8
"SA","17-25",0,"Other","Unknown",30,"August",8
"SA","17-25",719,"Police issued","Unknown",30,"August",8
"SA","26-39",1155,"Fixed camera systems","Unknown",30,"August",8
"SA","26-39",2501,"Mobile camera","Unknown",30,"August",8
"SA","26-39",0,"Other","Unknown",30,"August",8
"SA","26-39",1311,"Police issued","Unknown",30,"August",8
"SA","40-64",2191,"Fixed camera systems","Unknown",30,"August",8
